gene_symbol	logFC_TVsS	adj.P.Val_TVsS	dir	muscle	airway	tissue_marker
FGB	-1.194692826	0.0373193092191151	down	FALSE	FALSE	FALSE
MCCC2	-1.19232322565037	0.0459388568826997	down	FALSE	FALSE	FALSE
FGG	-1.191117435	0.0325406877934291	down	FALSE	FALSE	FALSE
ALDH7A1	-1.1874065819	0.0457433706474837	down	FALSE	FALSE	FALSE
DNPH1	-1.17327656766206	0.0473466286816638	down	FALSE	FALSE	FALSE
IMPDH2	-1.1412925274	0.0425610790394585	down	FALSE	FALSE	FALSE
SERPINA3	-1.132360356	0.0400028915137001	down	FALSE	FALSE	FALSE
HTRA2	-1.12160575002065	0.0435401567119762	down	FALSE	FALSE	FALSE
HBB	-1.118677096	0.0407651554934819	down	FALSE	FALSE	FALSE
ADD1	-1.104211965	0.0269123953091732	down	FALSE	FALSE	FALSE
APOA1	-1.094738313	0.0418514868781238	down	FALSE	FALSE	FALSE
C20orf27	-1.05277403100738	0.0407651554934819	down	FALSE	FALSE	FALSE
CD59	-1.039555558	0.0344003490239242	down	FALSE	FALSE	FALSE
PPP1R9A	-1.028561821	0.0378159190635438	down	FALSE	FALSE	FALSE
PPL	-1.002879159	0.0435401567119762	down	FALSE	FALSE	FALSE
GGCT	1.009623129	0.0478861640836153	up	FALSE	FALSE	FALSE
REXO2	1.025244756	0.0302663974699981	up	FALSE	FALSE	FALSE
HLA-A	1.03091998361659	0.041709132628069	up	FALSE	FALSE	FALSE
RAD50	1.04709015802447	0.0375014582718858	up	FALSE	FALSE	FALSE
PSMA5	1.049726608	0.040744616445023	up	FALSE	FALSE	FALSE
CTSD	1.050007758	0.00698100097396647	up	FALSE	FALSE	FALSE
GLG1	1.052065242	0.0291191768164926	up	FALSE	FALSE	FALSE
PSMA6	1.05898130700001	0.0275246251322949	up	FALSE	FALSE	FALSE
PSMA3	1.064581566	0.0395471196322788	up	FALSE	FALSE	FALSE
EPS8L2	1.0770661913902	0.0412536829420078	up	FALSE	FALSE	FALSE
ETHE1	1.084992432	0.0349017448484186	up	FALSE	FALSE	FALSE
PSMG2	1.09080733610588	0.0210634303897409	up	FALSE	FALSE	FALSE
PSMA7	1.09124531700001	0.027087806115102	up	FALSE	FALSE	FALSE
PSMA1	1.10077444899999	0.0228667447178798	up	FALSE	FALSE	FALSE
PSMB1	1.103542634	0.0312266078894921	up	FALSE	FALSE	FALSE
LRPAP1	1.10860214	0.0423370475745095	up	FALSE	FALSE	FALSE
BSDC1	1.112634853	0.0494125488262054	up	FALSE	FALSE	FALSE
ALDOC	1.12022725	0.0332684427292948	up	FALSE	FALSE	FALSE
PGAM1	1.135845614	0.0237563942498974	up	FALSE	FALSE	FALSE
EML4	1.14262457773773	0.045245115524281	up	FALSE	FALSE	FALSE
RALA	1.148567584	0.0482306966695365	up	FALSE	FALSE	FALSE
KHSRP	1.152070908	0.0200116508873126	up	FALSE	FALSE	FALSE
CPNE3	1.156033061	0.0425610790394585	up	FALSE	FALSE	FALSE
KTN1	1.157290271	0.0214508948391286	up	FALSE	FALSE	FALSE
FCHO2	1.15736686609758	0.0405936253229918	up	FALSE	FALSE	FALSE
WDR12	1.15798884323	0.0468171813289135	up	FALSE	FALSE	FALSE
MLEC	1.158139652	0.0409908505711296	up	FALSE	FALSE	FALSE
CBX1	1.161647485	0.0302663974699981	up	FALSE	FALSE	FALSE
ERO1A	1.16694922230687	0.0496131205655133	up	FALSE	FALSE	FALSE
SERPINB1	1.173547967	0.0257896316215847	up	FALSE	FALSE	FALSE
GOLGA4	1.1737328949	0.0400028915137001	up	FALSE	FALSE	FALSE
PSMB4	1.173771179	0.0160902788693802	up	FALSE	FALSE	FALSE
DDX46	1.18334315558743	0.0482089535920748	up	FALSE	FALSE	FALSE
CSDE1	1.184739954	0.0188866421454041	up	FALSE	FALSE	FALSE
PSMB2	1.18661947799999	0.010371232127871	up	FALSE	FALSE	FALSE
AGA	1.187363633	0.0397420171582279	up	FALSE	FALSE	FALSE
GOLIM4	1.19137280644372	0.0435122952978678	up	FALSE	FALSE	FALSE
PITPNB	1.19316263562742	0.0425610790394585	up	FALSE	FALSE	FALSE
PSMD10	1.19561242191547	0.042942063743422	up	FALSE	FALSE	FALSE
PKLR	1.20484486628189	0.0496033573118541	up	FALSE	FALSE	FALSE
ABCF2	1.20835174284104	0.0429544469985525	up	FALSE	FALSE	FALSE
NEDD8	1.2102095068321	0.0155817253484506	up	FALSE	FALSE	FALSE
LAMA4	1.21101243594431	0.0304821176793121	up	FALSE	FALSE	FALSE
BAP18	1.21136828698989	0.0136750796495405	up	FALSE	FALSE	FALSE
TFG	1.21313661196438	0.0291191768164926	up	FALSE	FALSE	FALSE
FKBP4	1.216636429	0.0371187246856423	up	FALSE	FALSE	FALSE
FKBP15	1.2172710360383	0.0314606733713896	up	FALSE	FALSE	FALSE
RPS8	1.21894809544935	0.044478939864188	up	FALSE	FALSE	FALSE
MIF	1.222363086	0.0200649712006452	up	FALSE	FALSE	FALSE
GOLGA3	1.2228992486	0.0217130743602526	up	FALSE	FALSE	FALSE
TBCA	1.22787729899999	0.0188036022852262	up	FALSE	FALSE	FALSE
CLIP1	1.23195277499999	0.0389546441128896	up	FALSE	FALSE	FALSE
HSPA5	1.23552630199999	0.0275842934071085	up	FALSE	FALSE	FALSE
PSMA4	1.245601343	0.0165258562672781	up	FALSE	FALSE	FALSE
P4HA1	1.24656388137169	0.0459388568826997	up	FALSE	FALSE	FALSE
MAPRE1	1.2479927877273	0.0294009991166178	up	FALSE	FALSE	FALSE
DYNC1I2	1.2499541331	0.0405779266519872	up	FALSE	FALSE	FALSE
HNRNPF	1.254929622	0.0210634303897409	up	FALSE	FALSE	FALSE
EIF3G	1.25557149900001	0.0177472716279855	up	FALSE	FALSE	FALSE
CRELD2	1.25757525278143	0.0392316111214139	up	FALSE	FALSE	FALSE
PSMB3	1.263672079	0.0171784112229098	up	FALSE	FALSE	FALSE
ADAR	1.26402568978725	0.0488084602161586	up	FALSE	FALSE	FALSE
CASP3	1.26778823389966	0.0461246987391618	up	FALSE	FALSE	FALSE
PPIL3	1.270316979	0.0392316111214139	up	FALSE	FALSE	FALSE
RBPJ	1.27446536802371	0.0469085522194226	up	FALSE	FALSE	FALSE
XRCC4	1.27928412297913	0.0461246987391618	up	FALSE	FALSE	FALSE
DLG1	1.279403639	0.0201817946956361	up	FALSE	FALSE	FALSE
HNRNPAB	1.289322321	0.0406093264532747	up	FALSE	FALSE	FALSE
PDXK	1.291435009	0.0141870780923442	up	FALSE	FALSE	FALSE
ERC1	1.29173325161254	0.0417429002256074	up	FALSE	FALSE	FALSE
ZPR1	1.2921387701	0.0494028314051649	up	FALSE	FALSE	FALSE
PSMA2	1.300593426	0.0141870780923442	up	FALSE	FALSE	FALSE
RALY	1.302270091	0.0253721612556613	up	FALSE	FALSE	FALSE
ACAT2	1.309522429	0.0437046993627138	up	FALSE	FALSE	FALSE
GLUL	1.314467127	0.0475695112841177	up	FALSE	FALSE	FALSE
NHLRC3	1.3153287056	0.0432073914586494	up	FALSE	FALSE	FALSE
NONO	1.3157133676698	0.0154265902275638	up	FALSE	FALSE	FALSE
LSM1	1.32597924984396	0.0358798646932324	up	FALSE	FALSE	FALSE
PAFAH1B3	1.32605851799999	0.0229159154167099	up	FALSE	FALSE	FALSE
IGFBP7	1.326956234	0.0393989241145741	up	FALSE	FALSE	FALSE
PCYT1A	1.32710309016119	0.0318476734218236	up	FALSE	FALSE	FALSE
FKBP7	1.3321447067	0.0188036022852262	up	FALSE	FALSE	FALSE
ATOX1	1.33878875728342	0.0456322148237475	up	FALSE	FALSE	FALSE
NMNAT1	1.3421442106376	0.0303897372219626	up	FALSE	FALSE	FALSE
TKT	1.343321175	0.0179148576933408	up	FALSE	FALSE	FALSE
MAT2B	1.351293374	0.0141870780923442	up	FALSE	FALSE	FALSE
NME1	1.351501871	0.00755688753481153	up	FALSE	FALSE	FALSE
NASP	1.351711672	0.0325305406608426	up	FALSE	FALSE	FALSE
MANF	1.359430994	0.0470959379157081	up	FALSE	FALSE	FALSE
RO60	1.365165864	0.0257116015627448	up	FALSE	FALSE	FALSE
IKBIP	1.366443720916	0.018628317515647	up	FALSE	FALSE	FALSE
ERH	1.371747296	0.0344176053552527	up	FALSE	FALSE	FALSE
NUDT5	1.374742331	0.0281680692851987	up	FALSE	FALSE	FALSE
GSS	1.37531344599999	0.010662652635695	up	FALSE	FALSE	FALSE
SF3A1	1.375425457	0.0189009186258317	up	FALSE	FALSE	FALSE
CNPY3	1.376558255	0.0177472716279855	up	FALSE	FALSE	FALSE
DEK	1.37802803274852	0.0371187246856423	up	FALSE	FALSE	FALSE
OSGEP	1.37922680097508	0.0276252782827895	up	FALSE	FALSE	FALSE
SNRNP200	1.3868359056	0.0325393701117454	up	FALSE	FALSE	FALSE
TIMP2	1.3894003532	0.0188949964467399	up	FALSE	FALSE	FALSE
TP53I3	1.389824365	0.00714759773383424	up	FALSE	FALSE	FALSE
RDX	1.39370365	0.0226104288978978	up	FALSE	FALSE	FALSE
HSPA8	1.399679237	0.00508757302787695	up	FALSE	FALSE	FALSE
MYDGF	1.403292248	0.0101335135623423	up	FALSE	FALSE	FALSE
SH3PXD2B	1.40400488668689	0.0108849371118605	up	FALSE	FALSE	FALSE
RPL12	1.404205878	0.0405936253229918	up	FALSE	FALSE	FALSE
NPC2	1.40544765200001	0.0141870780923442	up	FALSE	FALSE	FALSE
LAP3	1.410984054	0.0325393701117454	up	FALSE	FALSE	FALSE
PPIH	1.411020998	0.0176815028034733	up	FALSE	FALSE	FALSE
ALYREF	1.412394085	0.0222008764295984	up	FALSE	FALSE	FALSE
NACA	1.423148824	0.0326343588018104	up	FALSE	FALSE	FALSE
NME2	1.42355068000001	0.020389263073419	up	FALSE	FALSE	FALSE
SF3B2	1.426653478	0.016045153509114	up	FALSE	FALSE	FALSE
UBQLN1	1.43005227943317	0.0333062679161871	up	FALSE	FALSE	FALSE
ATIC	1.433767811	0.016495031749376	up	FALSE	FALSE	FALSE
PTPRF	1.43651964807755	0.0405779266519872	up	FALSE	FALSE	FALSE
ARG1	1.4370168947	0.0405852199983436	up	FALSE	FALSE	FALSE
CTBS	1.44462840563384	0.0397688510127452	up	FALSE	FALSE	FALSE
FUBP1	1.444900229	0.0152051518647413	up	FALSE	FALSE	FALSE
HSPA4L	1.448743729	0.0224485283056441	up	FALSE	FALSE	FALSE
DNAJC8	1.449746803	0.0141870780923442	up	FALSE	FALSE	FALSE
XPNPEP3	1.45365645799999	0.0309716748214805	up	FALSE	FALSE	FALSE
RBMXL1	1.4540942599822	0.0327982977098457	up	FALSE	FALSE	FALSE
RCN3	1.454370895	0.0476490155827095	up	FALSE	FALSE	FALSE
EMILIN1	1.456691372	0.0332684427292948	up	FALSE	FALSE	FALSE
PPP1CA	1.45902011	0.0288510363450186	up	FALSE	FALSE	FALSE
VCAN	1.46653113	0.00472992087530572	up	FALSE	FALSE	FALSE
GNPNAT1	1.4717690864389401	0.0425610790394585	up	FALSE	FALSE	FALSE
CPOX	1.481211085	0.0141870780923442	up	FALSE	FALSE	FALSE
PNP	1.48488792	0.00361947890048227	up	FALSE	FALSE	FALSE
GOLGA1	1.48927798228139	0.0295270081622725	up	FALSE	FALSE	FALSE
HSPH1	1.49130018817867	0.0145220306868579	up	FALSE	FALSE	FALSE
THYN1	1.494925336	0.0326343588018104	up	FALSE	FALSE	FALSE
GRN	1.4950551447	0.0288510363450186	up	FALSE	FALSE	FALSE
RRP9	1.49532585386972	0.0245442845803256	up	FALSE	FALSE	FALSE
PPIL1	1.4957262905	0.0204317849333662	up	FALSE	FALSE	FALSE
AGRN	1.499068039	0.0250063711473122	up	FALSE	FALSE	FALSE
RNASET2	1.5086522623	0.0487484935361977	up	FALSE	FALSE	FALSE
FLNB	1.50978889100001	0.00750377726377736	up	FALSE	FALSE	FALSE
HDGFL2	1.51204568916103	0.019333382929299	up	FALSE	FALSE	FALSE
MAT2A	1.51459774	0.00855649968366029	up	FALSE	FALSE	FALSE
RBM12	1.51615589545079	0.0138202235296213	up	FALSE	FALSE	FALSE
GOLGB1	1.5222655082	0.00751828232836978	up	FALSE	FALSE	FALSE
PPP1R9B	1.52328181391984	0.02276830790333	up	FALSE	FALSE	FALSE
KRT6A	1.5317538309	0.0375191446009704	up	FALSE	FALSE	FALSE
TCERG1	1.532142087	0.0141929955445418	up	FALSE	FALSE	FALSE
SERPINB9	1.533010538	0.0150716943367372	up	FALSE	FALSE	FALSE
PWP1	1.53826755910302	0.0123775525448036	up	FALSE	FALSE	FALSE
TMEM123	1.54524534269802	0.040744616445023	up	FALSE	FALSE	FALSE
SNRPD3	1.547063034	0.0117332522505568	up	FALSE	FALSE	FALSE
DYNLL1	1.54754811822056	0.0435401567119762	up	FALSE	FALSE	FALSE
THOC1	1.55327637605132	0.0475695112841177	up	FALSE	FALSE	FALSE
CTSL	1.55905196895626	0.0409908505711296	up	FALSE	FALSE	FALSE
ARSA	1.562894336	0.0189978551389341	up	FALSE	FALSE	FALSE
DTD1	1.562941528	0.0176544270014003	up	FALSE	FALSE	FALSE
S100A11	1.565407022	0.00439578095578512	up	FALSE	FALSE	FALSE
TXLNA	1.5738294452011	0.0184043927921441	up	FALSE	FALSE	FALSE
TPM4	1.576974253	0.00598740428694884	up	TRUE	FALSE	TRUE
CASP6	1.578729814	0.0243381483989706	up	FALSE	FALSE	FALSE
CAPRIN1	1.59471448761502	0.0160902788693802	up	FALSE	FALSE	FALSE
MESD	1.598503559	0.0239035177022013	up	FALSE	FALSE	FALSE
LMNB1	1.608989796	0.038308409562637	up	FALSE	FALSE	FALSE
SIRPA	1.61123350849499	0.0173903107081661	up	FALSE	FALSE	FALSE
MYG1	1.61504436434707	0.00967290675883997	up	FALSE	FALSE	FALSE
UBQLN2	1.6157853594153	0.0290743458077552	up	FALSE	FALSE	FALSE
NUMA1	1.62213248699999	0.0164663968714073	up	FALSE	FALSE	FALSE
CPSF6	1.623221223	0.00507328475714949	up	FALSE	FALSE	FALSE
CHI3L1	1.6257633672	0.0457433706474837	up	FALSE	FALSE	FALSE
BUB3	1.627564367	0.00278945295462873	up	FALSE	FALSE	FALSE
HNRNPA1	1.631894614	0.00953979303671546	up	FALSE	FALSE	FALSE
CLIP2	1.63936845718049	0.0191749782925373	up	FALSE	FALSE	FALSE
MPRIP	1.64025308519447	0.00557731400975517	up	FALSE	FALSE	FALSE
NMI	1.64517477131107	0.0239035177022013	up	FALSE	FALSE	FALSE
WDR5	1.6475368882	0.0152051518647413	up	FALSE	FALSE	FALSE
PABPN1	1.6479754421	0.0245442845803256	up	FALSE	FALSE	FALSE
TPR	1.649818229	0.00507328475714949	up	FALSE	FALSE	FALSE
STAMBP	1.654126733	0.00535205734750325	up	FALSE	FALSE	FALSE
SPINT1	1.65487070582549	0.0198048737530246	up	FALSE	FALSE	FALSE
MPO	1.65722806200001	0.035068410255006	up	FALSE	FALSE	FALSE
SRSF6	1.65922211893467	0.0285155500181239	up	FALSE	FALSE	FALSE
DSG3	1.66283446795403	0.0275246251322949	up	FALSE	FALSE	FALSE
CBX3	1.672048138	0.0128309311496914	up	FALSE	FALSE	FALSE
ACOX1	1.6730585883	0.00940589143850545	up	FALSE	FALSE	FALSE
MPZL2	1.67461159328792	0.0181259211770983	up	FALSE	FALSE	FALSE
CPSF7	1.68127712150547	0.0116972486689799	up	FALSE	FALSE	FALSE
PPIE	1.6817841121	0.0210634303897409	up	FALSE	FALSE	FALSE
METAP2	1.69126680130001	0.0360010383602153	up	FALSE	FALSE	FALSE
PUF60	1.693371388098	0.00644476886385515	up	FALSE	FALSE	FALSE
GM2A	1.694940701	0.0223675002981315	up	FALSE	FALSE	FALSE
SRSF5	1.69639693837794	0.044734534256624	up	FALSE	FALSE	FALSE
GPNMB	1.698394449	0.0291191768164926	up	FALSE	FALSE	FALSE
GALNS	1.70395760752687	0.010371232127871	up	FALSE	FALSE	FALSE
NUDT21	1.707412096	0.0113625475174216	up	FALSE	FALSE	FALSE
RALB	1.708425167	0.0239035177022013	up	FALSE	FALSE	FALSE
PDE6D	1.7093741783	0.0330911850880648	up	FALSE	FALSE	FALSE
LSM2	1.712296158	0.0267604038106879	up	FALSE	FALSE	FALSE
VCPIP1	1.71454265527213	0.0267604038106879	up	FALSE	FALSE	FALSE
CC2D1A	1.7171551533832	0.0240733757129385	up	FALSE	FALSE	FALSE
ENAH	1.72230593399999	0.00361947890048227	up	FALSE	FALSE	FALSE
SPAG7	1.7237453882	0.0209546504790334	up	FALSE	FALSE	FALSE
RPS11	1.72572150198962	0.02276830790333	up	FALSE	FALSE	FALSE
ACYP1	1.733084399	0.0130775329145006	up	FALSE	FALSE	FALSE
NADK2	1.7364918857	0.0177472716279855	up	FALSE	FALSE	FALSE
GNS	1.738767131	0.0069472060998119	up	FALSE	FALSE	FALSE
TFRC	1.74521424710001	0.0302663974699981	up	FALSE	FALSE	FALSE
DKC1	1.75005007982655	0.0138202235296213	up	FALSE	FALSE	FALSE
CCDC25	1.75098801922938	0.0226068413801227	up	FALSE	FALSE	FALSE
RANBP3	1.75776380482823	0.00361947890048227	up	FALSE	FALSE	FALSE
EIF2S3	1.75864246870213	0.0418514868781238	up	FALSE	FALSE	FALSE
APP	1.7601653706	0.00755688753481153	up	FALSE	FALSE	FALSE
CTSH	1.760191448	0.0296510994219016	up	FALSE	FALSE	FALSE
LAMB1	1.766023054	0.00361947890048227	up	FALSE	FALSE	FALSE
COL12A1	1.768020418	0.0117332522505568	up	FALSE	FALSE	FALSE
PPIL4	1.7698772665	0.0144171684193325	up	FALSE	FALSE	FALSE
CRABP2	1.769953132	0.033233432743172	up	FALSE	FALSE	FALSE
NUDC	1.774217075	0.00361947890048227	up	FALSE	FALSE	FALSE
DNMT1	1.77498157764393	0.019485451638104	up	FALSE	FALSE	FALSE
FKBP10	1.7789437110499	0.0205687900431048	up	FALSE	FALSE	FALSE
SUPT5H	1.78280242192112	0.0141870780923442	up	FALSE	FALSE	FALSE
SF1	1.7870496584	0.0155817253484506	up	FALSE	FALSE	FALSE
CUX1	1.7908983987845	0.0115916792078529	up	FALSE	FALSE	FALSE
FABP5	1.79682990900001	0.0206312120606329	up	FALSE	FALSE	FALSE
FKBP14	1.80172107229708	0.00755688753481153	up	FALSE	FALSE	FALSE
AZU1	1.803060697	0.0275246251322949	up	FALSE	FALSE	FALSE
RCC2	1.80444837762523	0.00751828232836978	up	FALSE	FALSE	FALSE
PLBD2	1.80494322	0.00698100097396647	up	FALSE	FALSE	FALSE
BICD2	1.8120033986568	0.00587933055202962	up	FALSE	FALSE	FALSE
POP1	1.81328675565872	0.0400160064037532	up	FALSE	FALSE	FALSE
COL5A1	1.82457135530109	0.0141870780923442	up	FALSE	FALSE	FALSE
PSMB8	1.825617026	0.00777365812739821	up	FALSE	FALSE	FALSE
HARS1	1.833364998	0.00958070789641823	up	FALSE	FALSE	FALSE
CAPG	1.850072897	0.0288510363450186	up	FALSE	FALSE	FALSE
ENO1	1.850990716	0.00361947890048227	up	FALSE	FALSE	FALSE
NECTIN4	1.85879186046932	0.0430486124252052	up	FALSE	FALSE	FALSE
EZR	1.86165352400001	0.0177472716279855	up	FALSE	FALSE	FALSE
SF3B4	1.86167698406862	0.00568960130062437	up	FALSE	FALSE	FALSE
VSNL1	1.8630133635	0.0288543991801678	up	FALSE	FALSE	FALSE
PSMB9	1.863290185	0.00508443545738381	up	FALSE	FALSE	FALSE
POSTN	1.865257374	0.02086409187011	up	FALSE	FALSE	FALSE
HMCN1	1.86942013933875	0.00712611704957362	up	FALSE	FALSE	FALSE
SNRPE	1.87617551	0.00768898703909545	up	FALSE	FALSE	FALSE
APEX1	1.894491022	0.0215531238406466	up	FALSE	FALSE	FALSE
PLRG1	1.90271372410075	0.0395924099994937	up	FALSE	FALSE	FALSE
MMP2	1.9070368173	0.00466831959919951	up	FALSE	FALSE	FALSE
SERPINB8	1.9282152718	0.0150716943367372	up	FALSE	FALSE	FALSE
GABARAP	1.9470654569	0.00253681057320126	up	FALSE	FALSE	FALSE
EFHD2	1.948755786	0.00508443545738381	up	FALSE	FALSE	FALSE
YBX1	1.95129721	0.00412184136573749	up	FALSE	FALSE	FALSE
ARGLU1	1.9560358073	0.0188949964467399	up	FALSE	FALSE	FALSE
STAM2	1.95751104475186	0.0191749782925373	up	FALSE	FALSE	FALSE
SRSF2	1.97101165066666	0.0160193761172559	up	FALSE	FALSE	FALSE
TMPRSS11D	1.97140491528736	0.0435401567119762	up	FALSE	FALSE	FALSE
RPP25L	1.98929827436925	0.0495912391733226	up	FALSE	FALSE	FALSE
CDA	2.00355505671858	0.012873791988857	up	FALSE	FALSE	FALSE
SHTN1	2.00394843455876	0.00199653358547042	up	FALSE	FALSE	FALSE
SNRNP70	2.00832709799999	0.0200677770967007	up	FALSE	FALSE	FALSE
CTSS	2.010081631	0.0120768790127504	up	FALSE	FALSE	FALSE
MTR	2.02159680485641	0.0239035177022013	up	FALSE	FALSE	FALSE
EIF2AK2	2.03148542224732	0.0255908825694136	up	FALSE	FALSE	FALSE
PPIC	2.032959748	0.00495609724955204	up	FALSE	FALSE	FALSE
MAN2B1	2.034989804	0.010698077389312	up	FALSE	FALSE	FALSE
RAE1	2.04181076689917	0.00361947890048227	up	FALSE	FALSE	FALSE
CASP7	2.05413437720716	0.00237890169761627	up	FALSE	FALSE	FALSE
MMP8	2.0770472759	0.0180147511658302	up	FALSE	FALSE	FALSE
HSPB11	2.0773133327	0.00647020429583781	up	FALSE	FALSE	FALSE
PPIB	2.07789470299999	0.0048738173470407	up	FALSE	FALSE	FALSE
SNRPD2	2.07846765500001	0.00340431887291205	up	FALSE	FALSE	FALSE
COL5A2	2.08279189394194	0.0228667447178798	up	FALSE	FALSE	FALSE
ITGB6	2.0829275161	0.0128112466161214	up	FALSE	FALSE	FALSE
RBMX	2.105797623	0.00218711530771388	up	FALSE	FALSE	FALSE
LSM4	2.10988394601211	0.00755279530986478	up	FALSE	FALSE	FALSE
TRIM29	2.11879290808796	0.0123788465702087	up	FALSE	FALSE	FALSE
ACTL6A	2.12782161359473	0.0048738173470407	up	FALSE	FALSE	FALSE
LAMC2	2.12837353969667	0.0189009186258317	up	FALSE	FALSE	FALSE
C1QTNF3	2.12920924540914	0.0373483767136214	up	FALSE	FALSE	FALSE
PHAX	2.1482514494803	0.00730637796229225	up	FALSE	FALSE	FALSE
FBP1	2.154442207	0.0189009186258317	up	FALSE	FALSE	FALSE
FAM3C	2.1544853674	0.00693660768481212	up	FALSE	FALSE	FALSE
BRD3	2.1618079428744	0.0425610790394585	up	FALSE	FALSE	FALSE
SUMF1	2.17138076226302	0.0165394275601404	up	FALSE	FALSE	FALSE
HNRNPUL1	2.180646418	0.00690473160360735	up	FALSE	FALSE	FALSE
PLBD1	2.1811632343	0.0215531238406466	up	FALSE	FALSE	FALSE
AKR1E2	2.20973387994353	0.00624287941692023	up	FALSE	FALSE	FALSE
SNRPD1	2.21191663900001	0.00199653358547042	up	FALSE	FALSE	FALSE
SUMO1	2.21390363307275	0.00533581075888396	up	FALSE	FALSE	FALSE
RBBP4	2.2148740565	0.00384014756697492	up	FALSE	FALSE	FALSE
FCN1	2.21788180019444	0.012873791988857	up	FALSE	FALSE	FALSE
FKBP9	2.222452746	0.00495609724955204	up	FALSE	FALSE	FALSE
LSM6	2.225905335	0.00618094338444519	up	FALSE	FALSE	FALSE
EGFR	2.230303179486	0.00683672977585757	up	FALSE	FALSE	FALSE
RBP1	2.233778102	0.00197450236982643	up	FALSE	FALSE	FALSE
EPX	2.24922403211867	0.0290743458077552	up	FALSE	FALSE	FALSE
SNRPA	2.2599365129	0.00683672977585757	up	FALSE	FALSE	FALSE
SNRPF	2.261495771	0.00479814919944162	up	FALSE	FALSE	FALSE
SRSF1	2.264716862	0.00813206431421781	up	FALSE	FALSE	FALSE
RNASE3	2.27798557622395	0.010371232127871	up	FALSE	FALSE	FALSE
MSN	2.281558305	0.00154956216282021	up	FALSE	FALSE	FALSE
TAX1BP3	2.29706077780931	0.0056230912147743	up	FALSE	FALSE	FALSE
PABPC1	2.29735287376636	0.00543851697458987	up	FALSE	FALSE	FALSE
MMP11	2.30766722070119	0.0281061635059439	up	FALSE	FALSE	FALSE
PSMB10	2.317024323	0.00790384225634148	up	FALSE	FALSE	FALSE
COL3A1	2.324898828	0.00176564890459457	up	FALSE	FALSE	FALSE
RNASE6	2.3503788777	0.00738384657479919	up	FALSE	FALSE	FALSE
S100A7	2.3546944930000002	0.0322985319879488	up	FALSE	FALSE	FALSE
TRA2B	2.37528824224165	0.00182884399561301	up	FALSE	FALSE	FALSE
SERPINB4	2.38738838761158	0.0171784112229098	up	FALSE	FALSE	FALSE
GGH	2.438865481	0.00161077860131412	up	FALSE	FALSE	FALSE
MMP9	2.4466654302728	0.0200116508873126	up	FALSE	FALSE	FALSE
S100A2	2.498091485	0.00850833224481187	up	FALSE	FALSE	FALSE
COL4A2	2.516013832	6.3934013094622e-4	up	FALSE	FALSE	FALSE
HMGB3	2.5389654726238	0.0473466286816638	up	FALSE	FALSE	FALSE
PSPH	2.540940572	0.00453870967126788	up	FALSE	FALSE	FALSE
CTHRC1	2.570195181	0.00473520730912481	up	FALSE	FALSE	FALSE
MCM3	2.62096872552692	0.0087645131872386	up	FALSE	FALSE	FALSE
SUB1	2.63545570575045	0.00486127962096734	up	FALSE	FALSE	FALSE
EIF2S3B	2.6444486621433	0.0128476189046925	up	FALSE	FALSE	FALSE
STARD5	2.64627567917584	0.00483028137796335	up	FALSE	FALSE	FALSE
LSM7	2.65256028388207	0.00755279530986478	up	FALSE	FALSE	FALSE
COL4A1	2.65796323550064	0.00174481230271087	up	FALSE	FALSE	FALSE
RNASE2	2.83616933749999	0.0169007339753302	up	FALSE	FALSE	FALSE
FRRS1	2.83703804107958	0.00860573829493761	up	FALSE	FALSE	FALSE
ISG15	2.84397788978131	0.00182884399561301	up	FALSE	FALSE	FALSE
TNC	2.93875365800001	0.00197450236982643	up	FALSE	FALSE	FALSE
IL36RN	3.04313714710796	0.0185225821673201	up	FALSE	FALSE	FALSE
PTK7	3.0790091682051	1.4344103169791e-4	up	FALSE	FALSE	FALSE
SERPINE1	3.09321331790766	0.00946369106564393	up	FALSE	FALSE	FALSE
LAMA3	3.21975077494804	1.3788687388968e-4	up	FALSE	FALSE	FALSE
LAMB3	3.44425741844322	9.226780771148e-4	up	FALSE	FALSE	FALSE
PHKA1	3.74386923974628	0.00612625005581412	up	TRUE	FALSE	TRUE
